0	7
72	5
166	4
219	9
286	2
343	6
408	1
469	8
529	1
584	13
632	1
697	11
766	4
834	13
896	2
950	10
1009	14
1096	6
1206	8
1315	14
1425	14
1535	4
1644	5
1754	13
1973	3
2084	13
2194	1
2266	4
2337	1
2413	3
2489	4
2578	13
2667	9
2752	6
2836	22
2921	2
3005	14
3105	4
3153	7
3200	2
3261	11
3312	2
3402	3
3458	3
3520	5
3600	7
3752	12
3886	6
4010	4
4071	11
4178	5
4273	2
4374	16
4476	10
4559	3
4621	3
4666	1
4733	4
4888	3
5024	2
5108	3
5154	6
5228	7
5300	1
5382	2
5463	4
5530	3
5640	6
5692	3
5742	7
5796	10
5903	3
5964	5
6085	8
6146	1
6207	3
6269	1
6332	6
6414	8
6517	3
6620	1
6669	4
6748	1
6801	4
6850	2
6936	4
7024	9
7110	10
7281	16
7366	12
7452	10
7555	8
7657	11
7848	10
7944	6
8040	11
8130	12
8220	7
8401	3
8451	1
8502	4
8553	7
8625	7
8716	11
8869	5
8925	4
8982	5
9051	12
9121	4
9205	8
9258	17
9353	3
9447	17
9538	5
9590	1
9692	9
9752	2
9815	3
9876	4
9937	6
10029	9
10099	4
10147	2
10204	2
10258	11
10417	6
10555	8
10624	3
10693	1
10762	11
10900	5
10995	2
11076	2
11146	8
11284	10
11366	3
11449	1
11537	3
11635	7
11741	19
11848	9
11954	6
12060	3
12123	8
12229	13
12332	7
12436	9
12516	2
12595	4
12702	1
12827	11
12890	14
13015	7
13140	6
