0	6677	9189.0	4.01514
0	18540	6467.0	12.5517
0	5823	11804.0	2.74979
0	3640	623.0	13.8799
0	7809	2726.0	13.4988
0	22062	3775.0	3.62471
0	20660	5123.0	11.8572
0	24423	1447.0	12.4712
0	6188	10103.0	14.0759
0	6196	10783.0	3.93684
0	6185	10978.0	19.9988
0	6462	10567.0	14.8877
0	5779	12270.0	21.8562
0	7314	9343.0	3.74991
0	26754	398.0	3.44296
0	4739	6351.0	7.12122
0	9508	8644.0	2.91882
0	6019	12270.0	5.04694
0	5623	12270.0	3.03496
0	25129	2263.0	15.0331
0	6321	9699.0	12.0424
0	7572	995.0	7.89723
0	5965	11923.0	4.43961
0	19101	5768.0	6.28225
0	10679	10454.0	9.12939
0	11717	9224.0	6.21079
0	6169	7073.0	4.73696
0	5725	2589.0	2.12826
0	5972	8301.0	6.14328
0	28930	159.0	4.6197
0	25190	875.0	11.5111
0	12282	7630.0	16.6181
0	26851	1310.0	2.04223
0	9715	7965.0	17.56
0	26357	273.0	12.4669
0	25137	738.0	11.2777
0	5817	11800.0	14.8653
0	5002	13173.0	17.1465
0	6599	10587.0	14.5431
0	5819	8968.0	1.73605
0	5406	13059.0	1.67143
0	9490	857.0	0.13058
0	5926	11222.0	13.0358
0	4997	11918.0	11.1685
0	26483	162.0	3.05675
0	8569	2604.0	9.05961
0	6497	5123.0	19.6871
0	23878	3664.0	0.973134
0	7532	6114.0	14.9291
0	5678	1778.0	17.2577
0	26344	53.0	9.14115
0	21099	3530.0	0.898337
0	6423	6005.0	18.5404
0	26364	279.0	12.947
0	6660	9468.0	4.14506
0	5772	1177.0	11.9308
0	24811	3042.0	0.765182
0	5985	7519.0	11.0269
0	6337	10652.0	15.8039
0	6241	11333.0	5.24504
0	7545	6356.0	10.32
0	6035	11446.0	17.0561
0	6392	3292.0	7.91657
0	6371	9914.0	9.63404
0	28398	736.0	13.2633
0	5786	11803.0	15.7571
0	25600	623.0	13.246
0	25562	287.0	12.6902
0	4348	9699.0	14.039
0	6785	10984.0	14.199
0	6020	9221.0	19.9694
0	5893	12607.0	5.90342
0	9271	8301.0	3.12186
0	10120	1009.0	7.1033
0	5922	9424.0	8.80357
0	29140	509.0	8.22986
0	7327	7073.0	5.60927
0	8540	9192.0	12.1886
0	6210	8527.0	0.0
0	7149	7742.0	11.3472
0	6612	3919.0	19.133
0	6688	4517.0	16.6499
0	11038	10097.0	0.346505
0	20537	4291.0	15.4241
0	6717	8610.0	14.4406
0	9192	1478.0	12.3605
0	5684	12093.0	9.93132
0	9767	12493.0	10.28
0	7335	8760.0	17.3899
0	6982	9806.0	11.6628
0	7503	6482.0	11.8906
0	11312	9331.0	3.452
0	7228	3031.0	10.8094
0	26738	49.0	17.5351
0	6022	12722.0	15.5813
0	7277	7296.0	8.92791
0	21645	4591.0	13.6097
0	5326	9106.0	3.71185
0	24392	1355.0	8.56895
0	26086	170.0	7.56255
0	6225	3643.0	8.14336
0	21599	2967.0	10.2826
0	21106	4261.0	10.1605
0	5833	1185.0	2.8032
0	7500	2587.0	0.847653
0	5919	12493.0	0.615238
0	25724	398.0	13.5544
0	24102	1463.0	10.2462
0	6819	3772.0	0.351991
0	25811	429.0	8.98391
0	7510	7742.0	8.83699
0	10274	10622.0	13.8861
0	2623	2738.0	5.10764
0	6755	2587.0	13.5907
0	6007	12158.0	18.7953
0	5290	12836.0	4.62929
0	3667	9683.0	16.0424
0	29319	398.0	11.9948
0	23437	2865.0	0.92031
0	8147	7853.0	15.1553
0	6143	11805.0	0.328847
0	5562	6112.0	13.955
0	5545	9106.0	0.328908
0	5781	11222.0	8.57487
0	6538	4518.0	6.4099
0	6916	4950.0	13.5071
0	25874	509.0	4.01463
0	6289	9699.0	10.9949
0	12167	7296.0	5.73289
0	5839	4824.0	16.0712
0	6045	8994.0	11.1798
0	6058	8760.0	16.4252
0	6614	4407.0	9.99731
0	22845	3129.0	9.95093
0	5868	9350.0	5.15918
0	6605	3132.0	13.9149
0	7316	8077.0	3.8
0	29114	660.0	10.8964
0	7576	5882.0	7.34735
0	23346	2726.0	12.6475
0	12165	7853.0	13.1629
0	6114	12493.0	14.7885
0	6485	5299.0	3.12194
0	8527	9105.0	14.3211
0	20826	5188.0	3.47094
0	6631	9466.0	0.529092
0	19882	4257.0	0.287466
0	5745	9105.0	0.0
0	6637	2882.0	9.3546
0	7159	12158.0	3.92534
0	5642	12951.0	0.319116
0	28030	811.0	0.0
0	22140	5187.0	9.05088
0	9146	1764.0	14.64
0	7266	7407.0	10.5774
0	6096	4783.0	16.2544
0	10955	10082.0	7.24546
0	6090	7407.0	0.514445
0	11664	8612.0	18.1672
0	23197	2846.0	5.99838
0	6796	4015.0	19.156
0	20825	3761.0	5.35481
0	25028	1017.0	1.12665
0	23172	1649.0	19.0724
0	6554	3392.0	15.178
0	3575	860.0	3.54467
0	5894	4594.0	13.7509
0	5195	10437.0	12.1291
0	6029	7296.0	5.83917
0	1900	5655.0	1.89633
0	6127	11050.0	16.4148
0	5643	9700.0	3.09798
0	24479	1605.0	14.9135
0	7171	7742.0	7.86992
0	7689	10764.0	15.4305
0	6402	9342.0	10.0552
0	8181	7965.0	15.1652
0	4802	12945.0	19.309
0	6606	5880.0	1.18714
0	6361	10269.0	0.875684
0	6777	10232.0	16.9282
0	25733	737.0	4.95985
0	6147	8645.0	8.25467
0	12127	8189.0	16.8278
0	24194	1648.0	16.594
0	5811	5299.0	12.412
0	6725	9332.0	4.83167
0	2434	978.0	4.17049
0	7031	9223.0	9.97109
0	5884	8413.0	9.87082
0	6017	11912.0	9.48203
0	5315	12949.0	9.55035
0	19406	4900.0	9.56101
0	6381	10447.0	7.15724
0	10210	7073.0	3.80719
0	23836	1678.0	18.1121
0	6846	4013.0	18.836
0	5391	2105.0	6.36161
0	5813	7853.0	12.9825
0	6038	12381.0	17.3837
0	6309	6182.0	12.8605
0	5722	8879.0	4.12663
0	6601	2901.0	2.97353
0	6698	9987.0	0.0
0	30057	276.0	0.860625
0	25146	1053.0	13.9471
0	7224	8482.0	11.2125
0	4272	7854.0	16.0791
0	24789	912.0	11.6
0	5958	12157.0	7.56344
0	23583	3534.0	11.9367
0	6578	4667.0	17.4504
0	5910	12381.0	18.1313
0	11564	8994.0	6.8169
0	5777	1023.0	6.81874
0	4688	11917.0	4.84557
0	5900	2304.0	12.9047
0	7988	911.0	13.4621
0	5771	12835.0	1.60503
0	5007	12157.0	4.46486
0	27810	1334.0	6.74453
0	6369	6112.0	11.6905
0	9317	1197.0	5.94082
0	7381	4400.0	4.18171
0	6335	9987.0	13.9543
0	6911	8189.0	14.3601
0	5816	4408.0	10.2234
0	4912	12588.0	5.37969
0	8864	1284.0	9.38453
0	11936	8188.0	8.21942
0	19081	5767.0	5.96386
0	8383	619.0	2.37679
0	11630	9106.0	13.8357
0	9655	8077.0	2.24988
0	26193	1769.0	14.6431
0	18841	5878.0	1.10472
0	10225	10616.0	15.763
0	6628	3047.0	10.1568
0	25651	739.0	12.5753
0	26056	1502.0	14.1191
0	6248	6350.0	4.94312
0	24000	2759.0	5.1219
0	6039	11921.0	1.45016
0	24468	1323.0	9.44595
0	8610	3909.0	19.7022
0	19395	5880.0	11.1311
0	24826	860.0	4.72766
0	5348	10618.0	14.2911
0	6813	10798.0	9.82269
0	25288	811.0	0.0
0	5923	1017.0	3.62364
0	6924	8077.0	14.4663
0	7133	7965.0	17.5627
0	23786	2428.0	10.7584
0	4727	12493.0	15.5215
0	10455	10484.0	8.45386
0	5680	5886.0	11.329
0	6675	2869.0	5.95577
0	22271	3230.0	10.829
0	25541	280.0	6.40598
0	6672	2746.0	0.515585
0	6875	3536.0	14.257
0	5764	5655.0	2.41277
0	7664	7742.0	0.0
0	6467	5720.0	15.5005
0	22567	3175.0	7.43587
0	24674	871.0	9.97408
0	6523	5074.0	13.3356
0	21780	3290.0	6.90138
0	5117	11333.0	13.7005
0	6826	3631.0	4.89241
0	6146	4018.0	20.6249
0	11886	7965.0	18.25
0	7539	6488.0	14.6581
0	6615	5876.0	2.46067
0	21513	4400.0	2.05656
0	6499	4521.0	0.297217
0	5491	9581.0	12.1547
0	21935	3781.0	8.90567
0	22387	3763.0	10.8871
0	27214	1013.0	5.99914
0	5140	10800.0	8.09389
0	7118	8077.0	18.3656
0	7206	7408.0	4.33105
0	25402	864.0	4.405
0	5724	12030.0	16.5947
0	24540	1318.0	10.9297
0	6695	8760.0	13.4447
0	8647	2106.0	11.4963
0	11105	9958.0	9.72071
0	6643	10735.0	9.86395
0	27212	983.0	4.09093
0	5325	10764.0	16.1302
0	7456	9068.0	8.36
0	6260	3770.0	12.6554
0	10759	9701.0	0.971995
0	5298	11806.0	4.1048
0	8469	2584.0	0.0
0	5720	12270.0	15.4763
0	6330	5767.0	1.32445
0	11188	8969.0	6.31713
0	8463	7630.0	16.6636
0	21406	3897.0	12.7172
0	9551	12381.0	18.8795
0	5708	13175.0	7.75869
0	12307	7519.0	11.7424
0	6363	9348.0	10.1856
0	7678	5768.0	5.85233
0	6362	3178.0	10.8994
0	5542	7185.0	6.09496
0	22471	3531.0	5.28825
0	25156	398.0	18.1261
0	5659	12381.0	17.1574
0	26188	286.0	11.8259
0	6013	9192.0	7.14227
0	6481	3041.0	1.02288
0	12204	8077.0	5.33121
0	25388	623.0	10.4364
0	7188	9467.0	6.76976
0	8750	7742.0	16.08
0	6273	3510.0	12.4545
0	5590	13062.0	18.1935
0	12032	8188.0	8.35284
0	6097	9106.0	17.3395
0	5730	13062.0	10.9827
0	7494	6596.0	16.644
0	5286	2910.0	6.05188
0	5094	3178.0	4.67655
0	5792	9467.0	0.201908
0	22578	2904.0	5.04771
0	6253	4252.0	4.51484
0	5429	12835.0	1.30404
0	5906	11925.0	9.14787
0	23963	1791.0	12.8
0	24511	1187.0	0.303822
0	5481	12493.0	14.1302
0	11636	8301.0	6.32
0	5794	9464.0	4.12
0	5785	12949.0	14.3179
0	6430	5882.0	9.19309
0	8603	8188.0	10.4466
0	16972	8189.0	5.50181
0	20345	5299.0	15.4944
0	5913	9347.0	6.90538
0	25915	170.0	9.2658
0	24212	1012.0	5.1382
0	11275	9465.0	11.4684
0	6078	10272.0	4.32265
0	6812	2551.0	6.41368
0	9936	1465.0	16.6662
0	5700	8881.0	11.126
0	9694	7519.0	11.8255
0	5810	13172.0	1.54895
0	10558	10266.0	12.2271
0	21021	3296.0	2.19739
0	10215	7185.0	15.3326
0	25047	991.0	1.52046
0	23863	3175.0	6.49543
0	20404	4260.0	14.7939
0	6639	2900.0	10.7806
0	23336	1627.0	15.0553
0	6071	5186.0	12.3314
0	5950	12270.0	1.63835
